44,화자,intent,subintent,question,answer,q_entity,a_entity,용어사전,지식베이스,교통
44,상담사,분실물,차량번호,아 그렇셨군요 택시 경우에는 저희들이 분실물을 혹시나 뭐 택시번호는 알고 계시는가요,모르구요,"택시, 분실물, 택시번호",,"분실물/분실물, 택시번호/택시번호",,교통
44,민원인,버스노선,,그 버스 노선이 변경된다는 안내가 있는데 남구일 다시 일번 변경됐는지 확인이 가능한가예,어 네 선생님 남구일 다시 일번은 특별히 해당 사항 없습니다.,"버스 노선, 변경, 안내, 남구일 다시 일번",남구일 다시 일번,"버스 노선/버스노선, 남구일 다시 일번/남구일 다시 일","남구일 다시 일/버스번호/버스번호,",교통
44,민원인,버스노선,,노선이 뭐 많이 바뀌는 거예요 한 몇 번 상태가 바뀌는 거죠.,지금 약 한 일곱개 버스가 변경됩니다. 해서 많은 버스가 변경이 되는 건 아닙니다.,"노선, 번","일곱개, 버스, 변경","노선/버스노선, 번/회",,교통
44,민원인,버스노선,,육백오십일번도 바뀌나요,육백오십일번은 변경이 되네요,육백오십일번,"육백오십일번, 변경",육백오십일번/육백오십일,"육백오십일/버스번호/버스번호,",교통
44,민원인,버스노선,,육백십팔번은요,육백십팔번은 해당 사항 없습니다.,육백십팔번 ,육백십팔번,,"육백십팔번/버스번호/버스번호,",교통
44,민원인,버스노선,,서구 일 다시 일도 괜찮나요,네 괜찮습니다.,서구 일 다시 일,,,"서구 일 다시 일/버스번호/버스번호,",교통
44,민원인,버스노선,,삼백육번은요,해당 사항 없습니다.,삼백육번,,,"삼백육번/버스번호/버스번호,",교통
44,민원인,자동차전용도로,,대구 중구에 그 보면 자동차 전용 도로 있잖습니까? 그쪽으로는 승용차가 운행을 못하는 건지 이게 뭐 단속이 되는 건지 이거 좀 알 수 있나요,아 네네 고 구간은 이제 일반 승용 차량은 통행을 하실 수가 없습니다.,"대구, 중구, 자동차 전용 도로, 승용차, 운행, 단속 ","구간, 일반, 승용 차량, 통행","대구/대구, 승용차/승용차, 단속/단속, 승용 차량/승용차",,교통
44,민원인,자동차전용도로,,제가 지리를 잘 몰라서 방금 그쪽으로 지나왔는데 카메라가 있는 것 같더라고요 그러면 이걸 뭐 어떻게 해야 되는건가 그냥 뭐 이게 단속이 되는 건지 뭐 어떤건지 이게 몰라가지고,그러시면은 선생님 너무 죄송하게도 지금 주말이어서 담당자님 바로 통화 어려운 상태라서 자동차 전용 도로 관련해서요 그 월요일날 아홉시 이후에 통화 가능한 번호를 조금 드릴게요,"지리, 카메라, 단속","주말, 자동차 전용 도로, 월요일날, 아홉시, 이후, 번호","지리/길, 단속/단속, 주말/주말, 월요일날/월요일, 번호/차량번호",,교통
44,민원인,배차간격,,달서 사번 배차시간이 얼마나 되나요,달서 사번이면 평일엔 십칠분 휴일엔 십구분 확인됩니다.,"달서 사번, 배차시간","달서 사번, 평일, 십칠분, 휴일, 십구분","달서 사번/달서사번, 배차시간/배차간격, 평일/평일, 휴일/휴무일","달서사번/버스번호/버스번호,",교통
44,민원인,배차간격,,지금 칠백이십육번은 내렸는데 그 다음 차가 지나가는데도 안 오네 이거 왜 이래요 월촌역인데,잠시만요 현재 선생님 지금 송현공원 앞에 차량한 대도록 이동 중입니다. 여섯 정거장 뒤에 있습니다.,"칠백이십육번, 다음, 차, 월촌역 ","송현공원 앞, 차량, 여섯, 정거장, 뒤","차/차량, 송현공원 앞/송현공원 앞, 차량/차량, 여섯/여섯, 뒤/뒤","칠백이십육번/버스번호/버스번호,월촌역/위치/위치,",교통
44,상담사,배차간격,위치,월촌역이구요 월촌역에서 어느 방향으로 타시는 거예요,정류소 번호 공삼팔오삼,"월촌역, 월촌역, 방향","정류소 번호, 공삼팔오삼","방향/방면, 정류소 번호/정류소 번호","공삼팔오삼/위치/위치,",교통
44,민원인,배차간격,,오늘 시내버스 팔사공 팔백사십번 대구대 방향으로 가는 버스가 영남대에서 삼십사분 후에 사십분 후에 출발한다고 적혀있던데 어떻게 된 건가요 오륜가요,우선 영남대 앞 정류장에서 팔사공 버스가 지금 운행을 하는 걸로 확인되시는데요  지금 대륜 중고등학교 앞에 현재 있고 이십 삼십삼분 뒤에 정차가 한다고 예정이 확인되시는데요 요고 지금 제가 배차를 확인했을 때는 평일구분의 배차시간이기 때문에요 이 버스가 앞차하고 지금 지금 도착할 차하고 배차간격이 맞지 않은 부분이라면 이 버스 배차시간 미준수로 제가 불편접수가 가능합니다. 선생님,"시내버스, 팔사공팔백사십번, 대구대, 방향, 버스, 영남대, 삼십사분후, 사십분후, 출발, 오류","영남대 앞, 정류장, 팔, 사, 공, 버스, 운행, 확인, 대륜, 고등, 학교, 앞, 이, 십, 삼, 십, 삼, 분, 뒤, 정차, 예정, 확인, 배차, 확인, 때, 평일, 구분, 배차, 시간, 버스, 앞차, 도착, 차, 배차, 간격, 부분, 버스, 배차, 시간, 미, 준수, 불편, 접수, 가능, 선생, ","시내버스/시내버스, 방향/방면, 영남대/영남대, 영남대 앞/영남대, 정류장/정류장, 뒤/뒤, 배차/배차간격, 평일/평일, 차/차량, 접수/접수","팔사공/버스번호/버스번호,팔백사십번/버스번호/버스번호,영남대/위치/위치,영남대/위치/위치,",교통
44,상담사,배차간격,위치,그럼 선생님 그 기다리시는 정류장 명이 어떻게 되십니까?,영남대학이요,정류장 명,영남대학 ,"정류장 명/정류장 명, 영남대학/영남대","영남대/위치/위치,",교통
44,민원인,분실물,,방금 제가 버스에 물건을 놔두고 내려가지구요,네 이쪽 연락하셔가지고 버스에서 아까 말씀했듯이 경북대학교 정문 건너 정류장에서 그 버스 차량번호가 삼삼사삼번 그리고 노선번호는 동구이번에서 아홉시 오십오분에 하차를 했는데 거기서 물건을 두고 내렸다 하면은 그쪽에서 확인을 해 드립니다. 선생님,"버스, 물건","경북대학교 정문 건너, 정류장, 버스, 차량번호, 삼삼사삼번, 노선번호, 동구, 아홉시 오십오분, 하차, 물건","경북대학교 정문 건너/경북대학교 정문 건너, 정류장/정류장, 차량번호/차량번호, 노선번호/노선번호","버스/대중교통수단/교통수단,물건/분실물/분실물,",교통
44,상담사,분실물,버스번호,그래서 제가 버스회사 연락처를 안내해 드릴건데 버스노선 번호가 몇 번입니까?,동구이번이요,"버스회사, 연락처, 버스노선, 번호, 번",동구이번,"버스회사/버스회사, 연락처/연락처, 버스노선/버스노선, 번호/차량번호, 번/회","동구이번/버스번호/버스번호,",교통
44,상담사,분실물,위치,혹시 어디서 하차를 하셨습니까?,경대정문 건너편에서 하차했는데요 아홉시 오십육분 쯤에 방금 내렸거든요 한 십분 전에,하차,"경대정문 건너편, 하차, 아홉시, 오십육분쯤, 십분, 전",경대정문 건너편/경북대학교 정문 건너,"경북대학교 정문 건너/위치/위치,아홉시 오십육분/시간/시간,",교통
44,민원인,길찾기,,동아수성점에서 황금네거리 갈려면 몇 번을 타고 가야 되나요,그러면 지금 동아백화점 바로 수성점 앞 정류장에서 급행 삼번을 타시면 되구요 그러면 황금네거리 정류장에서 하차를 하실 수 있는 것으로 조회가 됩니다.,"동아수성점, 황금네거리, 번","동아백화점수성점앞, 정류장, 급행 삼번, 황금네거리, 정류장, 하차, 조회","번/회, 동아백화점수성점앞/동아백화점수성점, 정류장/정류장, 조회/조회","동아수성점/출발지/위치,황금네거리/도착지/ㅟ,",교통
44,민원인,불법주정차,,계성고등학교 신축 이동지거든요 상리동 거기 드가는 곳 양 옆으로 지금 삼월 이일날 입학식인데 불법주차된 차들이 굉장히 많아요 학생 안전에도 좀 문제가 있을 거고,불법주정차 같은 경우에는 관할 구청 교통과에서 업무를 하고 있거든요 제가 서구 교통과 연락처 말씀 먼저 도와드려 볼께요,"계성고등학교, 신축, 이동지, 상리동, 옆, 삼월, 이일날, 입학식, 불법주차, 차, 학생, 안전, 문제","불법주정차, 관할 구청, 서구, 교통과, 연락처","불법주차/불법주정차, 차/차량, 불법주정차/불법주정차, 관할 구청/관할구청, 연락처/연락처","계성고등학교 신축 이동지/위치/위치,",교통
44,상담사,불법주정차,위치,거기가 무슨 구 소속입니까? 선생님,서구 상리동 같은데요,"구, 소속","서구, 상리동",,"서구 상리동/위치/위치,",교통
44,민원인,건의사항,,그리고 그쪽에서 나오는 차들이 아마 고 신호체계가 조금 어떻게 지금 학교가 없어질 때 신호 체곈데 학교가 하나 생기면서 신호체계가 좀 변동해야 될 필요는 그런 건 누구한테 여쭤봐야 되나요,네 그리고 그 신호체계에 관련해서는요 저희 시청 쪽에 교통정보센터팀이라고 따로 있는데요 이쪽으로 한번 제가 연결을 해 봐 드려볼까요 선생님,"차, 신호체계, 신호, 학교, 신호 체계, 변동","신호체계, 시청, 교통정보센터팀","차/차량, 신호체계/신호체계, 신호 체계/신호체계, 교통정보센터팀/교통정보센터",,교통
44,민원인,건의사항,,정부 지방 합동청사있는데 있잖아요 수목원있는데 고 소방도로 일차선밖에 안되는데 주위에 양쪽에 주차를 해놔가지고 차 차다니기가 불편해예,네 그러면 저희가 여기 달서구청 직원분 그 출동하시라고 교통과 직원분 출동하시라고 전달해 드릴텐데요,"정부, 지방, 합동, 청사, 수목원, 소방, 도로, 일, 차선, 주위, 양쪽, 주차, 차, 불편","구청, 직원, 출동, 교통, 직원, 출동, 전달","주위/근처, 양쪽/양쪽, 차/차량",,교통
44,민원인,분실물,,지갑을 버스에 놔두고 내린거 같애서,버스 회사측으로 전화하셔서 기사님 번호 확인해 주셔야 하는데,"지갑, 버스","버스 회사, 전화, 기사, 번호","버스 회사/버스회사, 전화/통화, 번호/차량번호","지갑/분실물/분실물,버스/대중교통수단/교통수단,",교통
44,상담사,분실물,버스번호,아 그러세요 몇번 버스 이용하셨습니까,제가 급행 일번을 이용했거든요,"번, 버스",급행 일번,"번/회, 급행 일번/급행일번","급행일번/버스번호/버스번호,",교통
44,상담사,분실물,위치,혹시 정류장명을 말씀해주시면 저희가 정확하게 확인후에 회사번호 조회를 한번 해보겠습니다,제가 동화사입구 앞쪽에 내렸거든요,"정류장명, 회사 번호, 조회",동화사입구 앞쪽,"정류장명/정류장 명, 회사 번호/회사번호, 조회/조회, 동화사입구 앞쪽/동화사입구앞","동화사입구앞/위치/위치,",교통
44,상담사,분실물,시간,혹시 내리신 시간은,열한시 한 이십분쯤에 ,시간,"열한시, 이십분",열한시/열한시,"열한시 이십분/시간/시간,",교통
44,민원인,불법주정차,,아 도로에 이게 그 차를 대놓고 뭐 과일 행사를 하던데,네 불법 노점에 대해서는 관할 구청에서 도움을 드리고 있구요,"도로, 차, 과일, 행사","불법 노점, 관할 구청 ","차/차량, 행사/행사, 불법 노점/불법 노점, 관할 구청/관할구청",,교통
44,상담사,불법주정차,위치,해당 그 노점 관련한 그 장소의 구가 어디인가요,,"노점, 장소, 구",,장소/장소,,교통
44,민원인,불법주정차,,방금 제 여자친구가 상인플라자 롯데백화점 뒤에 건물 거기에서 사고가 났는데 혹시  주차 단속 카메라 좀 볼 수 있을까 싶어가 여쭤보는 건데요,네 그 관할구청에서 주차 단속 카메라를 담당을 하고 계시는데요 아마 주말이라서 확인이 가능한지는 잘 모르겠고요 선생님 저희가 달서구청 전화번호 바로 안내해 드릴게요,"여자친구, 상인플라자, 롯데백화점 뒤, 건물, 사고, 주차 단속 카메라","관할 구청, 주차 단속 카메라, 주말, 구청, 전화번호","관할 구청/관할구청, 주말/주말, 전화번호/연락처","상인플라자 롯데백화점/위치/위치,",교통
